Data, Temperatura °C, Humidade %
22/9/2023 16:57:11, 33.40, 34.00
22/9/2023 16:58:11, 33.40, 34.00
22/9/2023 16:59:11, 33.40, 34.00
22/9/2023 17:00:11, 33.40, 34.00
22/9/2023 17:01:11, 33.40, 34.00
22/9/2023 17:02:11, 33.40, 34.00
22/9/2023 17:03:11, 33.40, 34.00
22/9/2023 17:04:11, 33.40, 34.00
22/9/2023 17:05:11, 33.40, 34.00
22/9/2023 17:06:11, 33.40, 34.00
22/9/2023 17:07:11, 33.30, 34.00
22/9/2023 17:08:11, 33.30, 35.00
22/9/2023 17:09:11, 33.30, 35.00
22/9/2023 17:10:11, 33.30, 35.00
22/9/2023 17:11:11, 33.20, 35.00
22/9/2023 17:12:11, 33.20, 34.00
22/9/2023 17:13:11, 33.30, 34.00
22/9/2023 17:14:11, 33.20, 35.00
22/9/2023 17:15:11, 33.20, 35.00
22/9/2023 17:16:11, 33.20, 35.00
22/9/2023 17:17:11, 33.20, 35.00
22/9/2023 17:18:12, 33.10, 35.00
22/9/2023 17:19:12, 33.10, 36.00
22/9/2023 17:20:12, 33.10, 36.00
22/9/2023 17:21:12, 33.10, 36.00
22/9/2023 17:22:12, 33.10, 36.00
22/9/2023 17:23:12, 33.10, 37.00
22/9/2023 17:24:12, 33.10, 37.00
22/9/2023 17:25:12, 33.10, 36.00
22/9/2023 17:26:12, 33.10, 37.00
22/9/2023 17:27:12, 33.10, 36.00
22/9/2023 17:28:12, 33.10, 37.00
22/9/2023 17:29:12, 33.10, 37.00
22/9/2023 17:30:12, 33.10, 37.00
22/9/2023 17:31:12, 33.00, 37.00
22/9/2023 17:32:12, 32.90, 36.00
22/9/2023 17:33:12, 32.90, 37.00
22/9/2023 17:34:12, 32.90, 37.00
22/9/2023 17:35:12, 32.90, 37.00
22/9/2023 17:36:12, 32.90, 37.00
22/9/2023 17:37:12, 32.90, 37.00
22/9/2023 17:38:12, 32.90, 37.00
22/9/2023 17:39:12, 32.90, 37.00
22/9/2023 17:40:12, 32.90, 37.00
22/9/2023 17:41:12, 32.80, 37.00
22/9/2023 17:42:12, 32.90, 36.00
22/9/2023 17:43:12, 32.80, 36.00
22/9/2023 17:44:12, 32.90, 36.00
22/9/2023 17:45:12, 32.90, 36.00
22/9/2023 17:46:12, 32.80, 36.00
22/9/2023 17:47:12, 32.80, 36.00
22/9/2023 17:48:12, 32.80, 36.00
22/9/2023 17:49:12, 32.80, 36.00
22/9/2023 17:50:12, 32.80, 36.00
22/9/2023 17:51:13, 32.70, 36.00
22/9/2023 17:52:13, 32.60, 37.00
22/9/2023 17:53:13, 32.60, 36.00
22/9/2023 17:54:13, 32.60, 37.00
22/9/2023 17:55:13, 32.60, 37.00
22/9/2023 17:56:13, 32.60, 37.00
22/9/2023 17:57:13, 32.60, 36.00
22/9/2023 17:58:13, 32.60, 37.00
22/9/2023 17:59:13, 32.60, 37.00
22/9/2023 18:00:13, 32.60, 37.00
22/9/2023 18:01:13, 32.60, 37.00
22/9/2023 18:02:13, 32.60, 37.00
22/9/2023 18:03:13, 32.60, 37.00
22/9/2023 18:04:13, 32.60, 38.00
22/9/2023 18:05:13, 32.60, 38.00
22/9/2023 18:06:13, 32.50, 38.00
22/9/2023 18:07:13, 32.50, 38.00
22/9/2023 18:08:13, 32.50, 38.00
22/9/2023 18:09:13, 32.40, 38.00
22/9/2023 18:10:13, 32.40, 38.00
22/9/2023 18:11:13, 32.40, 38.00
22/9/2023 18:12:13, 32.40, 38.00
22/9/2023 18:13:13, 32.40, 38.00
22/9/2023 18:14:13, 32.40, 38.00
22/9/2023 18:15:13, 32.40, 38.00
22/9/2023 18:16:13, 32.40, 38.00
22/9/2023 18:17:13, 32.40, 38.00
22/9/2023 18:18:13, 32.40, 38.00
22/9/2023 18:19:13, 32.40, 38.00
22/9/2023 18:20:13, 32.40, 38.00
22/9/2023 18:21:13, 32.30, 39.00
22/9/2023 18:22:13, 32.20, 39.00
22/9/2023 18:23:14, 32.10, 39.00
22/9/2023 18:24:14, 32.00, 39.00
22/9/2023 18:25:14, 31.90, 40.00
22/9/2023 18:26:14, 31.90, 40.00
22/9/2023 18:27:14, 31.90, 40.00
22/9/2023 18:28:14, 31.80, 40.00
22/9/2023 18:29:14, 31.80, 40.00
22/9/2023 18:30:14, 31.80, 40.00
22/9/2023 18:31:14, 31.80, 40.00
22/9/2023 18:32:14, 31.70, 40.00
22/9/2023 18:33:14, 31.70, 41.00
22/9/2023 18:34:14, 31.70, 40.00
22/9/2023 18:35:14, 31.80, 40.00
22/9/2023 18:36:14, 31.80, 43.00
22/9/2023 18:37:14, 31.90, 41.00
22/9/2023 18:38:14, 31.90, 40.00
22/9/2023 18:39:14, 31.90, 40.00
22/9/2023 18:40:14, 31.90, 40.00
22/9/2023 18:41:14, 32.00, 40.00
22/9/2023 18:42:14, 32.00, 40.00
22/9/2023 18:43:14, 32.00, 40.00
22/9/2023 18:44:14, 31.90, 40.00
22/9/2023 18:45:14, 31.90, 40.00
22/9/2023 18:46:14, 31.90, 40.00
22/9/2023 18:47:14, 31.90, 40.00
22/9/2023 18:48:14, 31.90, 40.00
22/9/2023 18:49:14, 31.90, 40.00
22/9/2023 18:50:14, 31.90, 39.00
22/9/2023 18:51:14, 31.90, 39.00
22/9/2023 18:52:14, 31.90, 40.00
22/9/2023 18:53:14, 31.90, 40.00
22/9/2023 18:54:14, 31.90, 40.00
22/9/2023 18:55:14, 31.90, 41.00
22/9/2023 18:56:14, 31.80, 41.00
22/9/2023 18:57:15, 31.80, 41.00
22/9/2023 18:58:15, 31.80, 41.00
22/9/2023 18:59:15, 31.80, 40.00
22/9/2023 19:00:15, 31.80, 40.00
22/9/2023 19:01:15, 31.80, 40.00
22/9/2023 19:02:15, 31.80, 40.00
22/9/2023 19:03:15, 31.80, 40.00
22/9/2023 19:04:15, 31.70, 40.00
22/9/2023 19:05:15, 31.80, 41.00
22/9/2023 19:06:15, 31.80, 40.00
22/9/2023 19:07:15, 31.80, 40.00
22/9/2023 19:08:15, 31.80, 40.00
22/9/2023 19:09:15, 31.80, 40.00
22/9/2023 19:10:15, 31.80, 40.00
22/9/2023 19:11:15, 31.70, 40.00
22/9/2023 19:12:15, 31.60, 40.00
22/9/2023 19:13:15, 31.60, 41.00
22/9/2023 19:14:15, 31.60, 40.00
22/9/2023 19:15:15, 31.60, 41.00
22/9/2023 19:16:15, 31.60, 41.00
22/9/2023 19:17:15, 31.60, 41.00
22/9/2023 19:18:15, 31.60, 41.00
22/9/2023 19:19:15, 31.60, 41.00
22/9/2023 19:20:15, 31.60, 41.00
22/9/2023 19:21:15, 31.60, 41.00
22/9/2023 19:22:15, 31.50, 41.00
22/9/2023 19:23:15, 31.50, 41.00
22/9/2023 19:24:15, 31.50, 41.00
22/9/2023 19:25:15, 31.60, 41.00
22/9/2023 19:26:15, 31.60, 41.00
22/9/2023 19:27:15, 31.60, 41.00
22/9/2023 19:28:15, 31.60, 41.00
22/9/2023 19:29:15, 31.60, 41.00
22/9/2023 19:30:16, 31.60, 41.00
22/9/2023 19:31:16, 31.50, 41.00
22/9/2023 19:32:16, 31.50, 41.00
22/9/2023 19:33:16, 31.60, 41.00
22/9/2023 19:34:16, 31.60, 41.00
22/9/2023 19:35:16, 31.50, 41.00
22/9/2023 19:36:16, 31.50, 41.00
22/9/2023 19:37:16, 31.50, 41.00
22/9/2023 19:38:16, 31.50, 41.00
22/9/2023 19:39:16, 31.50, 41.00
22/9/2023 19:40:16, 31.60, 41.00
22/9/2023 19:41:16, 31.50, 41.00
22/9/2023 19:42:16, 31.40, 41.00
22/9/2023 19:43:16, 31.40, 41.00
22/9/2023 19:44:16, 31.40, 41.00
22/9/2023 19:45:16, 31.40, 41.00
22/9/2023 19:46:16, 31.40, 41.00
22/9/2023 19:47:16, 31.40, 41.00
22/9/2023 19:48:16, 31.40, 42.00
22/9/2023 19:49:16, 31.50, 41.00
22/9/2023 19:50:16, 31.40, 42.00
22/9/2023 19:51:16, 31.40, 42.00
22/9/2023 19:52:16, 31.40, 41.00
22/9/2023 19:53:16, 31.40, 42.00
22/9/2023 19:54:16, 31.40, 42.00
22/9/2023 19:55:16, 31.40, 42.00
22/9/2023 19:56:16, 31.40, 42.00
22/9/2023 19:57:16, 31.40, 42.00
22/9/2023 19:58:16, 31.40, 42.00
22/9/2023 19:59:16, 31.40, 42.00
22/9/2023 20:00:16, 31.40, 42.00
22/9/2023 20:01:16, 31.40, 42.00
22/9/2023 20:02:16, 31.30, 42.00
22/9/2023 20:03:17, 31.30, 42.00
22/9/2023 20:04:17, 31.30, 42.00
22/9/2023 20:05:17, 31.30, 42.00
22/9/2023 20:06:17, 31.30, 42.00
22/9/2023 20:07:17, 31.20, 42.00
22/9/2023 20:08:17, 31.30, 42.00
22/9/2023 20:09:17, 31.30, 42.00
22/9/2023 20:10:17, 31.30, 42.00
22/9/2023 20:11:17, 31.20, 43.00
22/9/2023 20:12:17, 31.20, 42.00
22/9/2023 20:13:17, 31.20, 42.00
22/9/2023 20:14:17, 31.20, 42.00
22/9/2023 20:15:17, 31.20, 43.00
22/9/2023 20:16:17, 31.20, 43.00
22/9/2023 20:17:17, 31.20, 43.00
22/9/2023 20:18:17, 31.10, 43.00
22/9/2023 20:19:17, 31.10, 43.00
22/9/2023 20:20:17, 31.20, 43.00
22/9/2023 20:21:17, 31.10, 43.00
22/9/2023 20:22:17, 31.10, 43.00
22/9/2023 20:23:17, 31.10, 43.00
22/9/2023 20:24:17, 31.10, 43.00
22/9/2023 20:25:17, 31.10, 43.00
22/9/2023 20:26:17, 31.10, 43.00
22/9/2023 20:27:17, 31.10, 43.00
22/9/2023 20:28:17, 31.10, 43.00
22/9/2023 20:29:17, 31.10, 44.00
22/9/2023 20:30:17, 31.00, 43.00
22/9/2023 20:31:17, 31.00, 43.00
22/9/2023 20:32:17, 31.00, 43.00
22/9/2023 20:33:17, 31.00, 43.00
22/9/2023 20:34:17, 31.00, 43.00
22/9/2023 20:35:18, 31.00, 43.00
22/9/2023 20:36:18, 30.90, 42.00
22/9/2023 20:37:18, 30.90, 42.00
22/9/2023 20:38:18, 30.90, 42.00
22/9/2023 20:39:18, 30.90, 42.00
22/9/2023 20:40:18, 30.90, 42.00
22/9/2023 20:41:18, 30.90, 43.00
22/9/2023 20:42:18, 30.90, 43.00
22/9/2023 20:43:18, 30.90, 42.00
22/9/2023 20:44:18, 30.80, 42.00
22/9/2023 20:45:18, 30.90, 43.00
22/9/2023 20:46:18, 30.90, 42.00
22/9/2023 20:47:18, 30.90, 42.00
22/9/2023 20:48:18, 30.90, 43.00
22/9/2023 20:49:18, 30.90, 43.00
22/9/2023 20:50:18, 30.90, 42.00
22/9/2023 20:51:18, 30.80, 42.00
22/9/2023 20:52:18, 30.80, 42.00
22/9/2023 20:53:18, 30.70, 43.00
22/9/2023 20:54:18, 30.70, 43.00
22/9/2023 20:55:18, 30.70, 43.00
22/9/2023 20:56:18, 30.70, 42.00
22/9/2023 20:57:18, 30.70, 42.00
22/9/2023 20:58:18, 30.70, 42.00
22/9/2023 20:59:18, 30.70, 42.00
22/9/2023 21:00:18, 30.70, 42.00
22/9/2023 21:01:18, 30.60, 42.00
22/9/2023 21:02:18, 30.60, 43.00
22/9/2023 21:03:18, 30.60, 43.00
22/9/2023 21:04:18, 30.60, 42.00
22/9/2023 21:05:18, 30.60, 42.00
22/9/2023 21:06:18, 30.60, 43.00
22/9/2023 21:07:18, 30.60, 43.00
22/9/2023 21:08:18, 30.60, 43.00
22/9/2023 21:09:19, 30.50, 43.00
22/9/2023 21:10:19, 30.50, 43.00
22/9/2023 21:11:19, 30.40, 43.00
22/9/2023 21:12:19, 30.50, 43.00
22/9/2023 21:13:19, 30.50, 43.00
22/9/2023 21:14:19, 30.50, 43.00
22/9/2023 21:15:19, 30.50, 43.00
22/9/2023 21:16:19, 30.50, 43.00
22/9/2023 21:17:19, 30.50, 44.00
22/9/2023 21:18:19, 30.40, 44.00
22/9/2023 21:19:19, 30.40, 44.00
22/9/2023 21:20:19, 30.40, 44.00
22/9/2023 21:21:19, 30.30, 44.00
22/9/2023 21:22:19, 30.30, 44.00
22/9/2023 21:23:19, 30.30, 44.00
22/9/2023 21:24:19, 30.30, 45.00
22/9/2023 21:25:19, 30.30, 44.00
22/9/2023 21:26:19, 30.20, 44.00
22/9/2023 21:27:19, 30.20, 44.00
22/9/2023 21:28:19, 30.30, 44.00
22/9/2023 21:29:19, 30.20, 44.00
22/9/2023 21:30:19, 30.20, 44.00
22/9/2023 21:31:19, 30.10, 44.00
22/9/2023 21:32:19, 30.10, 44.00
22/9/2023 21:33:19, 30.10, 45.00
22/9/2023 21:34:19, 30.10, 45.00
22/9/2023 21:35:19, 30.10, 45.00
22/9/2023 21:36:19, 30.10, 45.00
22/9/2023 21:37:19, 30.10, 45.00
22/9/2023 21:38:19, 30.10, 45.00
22/9/2023 21:39:19, 30.10, 45.00
22/9/2023 21:40:19, 30.10, 45.00
22/9/2023 21:41:19, 30.10, 46.00
22/9/2023 21:42:19, 30.10, 46.00
22/9/2023 21:43:20, 30.10, 46.00
22/9/2023 21:44:20, 30.10, 46.00
22/9/2023 21:45:20, 30.10, 46.00
22/9/2023 21:46:20, 30.10, 46.00
22/9/2023 21:47:20, 30.10, 46.00
22/9/2023 21:48:20, 30.10, 46.00
22/9/2023 21:49:20, 30.10, 46.00
22/9/2023 21:50:20, 30.10, 46.00
22/9/2023 21:51:20, 30.10, 46.00
22/9/2023 21:52:20, 30.10, 46.00
22/9/2023 21:53:20, 30.00, 46.00
22/9/2023 21:54:20, 30.00, 47.00
22/9/2023 21:55:20, 30.00, 47.00
22/9/2023 21:56:20, 30.00, 47.00
22/9/2023 21:57:20, 30.00, 46.00
22/9/2023 21:58:20, 30.00, 47.00
22/9/2023 21:59:20, 30.00, 47.00
22/9/2023 22:00:20, 30.00, 47.00
22/9/2023 22:01:20, 30.00, 47.00
22/9/2023 22:02:20, 30.00, 47.00
22/9/2023 22:03:20, 29.90, 47.00
22/9/2023 22:04:20, 29.90, 46.00
22/9/2023 22:05:20, 29.90, 46.00
22/9/2023 22:06:20, 29.90, 46.00
22/9/2023 22:07:20, 29.90, 46.00
22/9/2023 22:08:20, 29.90, 46.00
22/9/2023 22:09:20, 29.90, 47.00
22/9/2023 22:10:20, 29.90, 47.00
22/9/2023 22:11:20, 29.90, 46.00
22/9/2023 22:12:20, 29.90, 47.00
22/9/2023 22:13:20, 29.90, 46.00
22/9/2023 22:14:20, 29.80, 47.00
22/9/2023 22:15:20, 29.80, 47.00
22/9/2023 22:16:20, 29.80, 47.00
22/9/2023 22:17:20, 29.80, 47.00
22/9/2023 22:18:21, 29.80, 47.00
22/9/2023 22:19:21, 29.80, 47.00
22/9/2023 22:20:21, 29.80, 47.00
22/9/2023 22:21:21, 29.80, 47.00
22/9/2023 22:22:21, 29.70, 47.00
22/9/2023 22:23:21, 29.70, 47.00
22/9/2023 22:24:21, 29.70, 47.00
22/9/2023 22:25:21, 29.70, 48.00
22/9/2023 22:26:21, 29.70, 48.00
22/9/2023 22:27:21, 29.70, 48.00
22/9/2023 22:28:21, 29.70, 48.00
22/9/2023 22:29:21, 29.70, 49.00
22/9/2023 22:30:21, 29.60, 49.00
22/9/2023 22:31:21, 29.60, 49.00
22/9/2023 22:32:21, 29.50, 50.00
22/9/2023 22:33:21, 29.50, 50.00
22/9/2023 22:34:21, 29.50, 50.00
22/9/2023 22:35:21, 29.50, 50.00
22/9/2023 22:36:21, 29.50, 50.00
22/9/2023 22:37:21, 29.50, 50.00
22/9/2023 22:38:21, 29.50, 50.00
22/9/2023 22:39:21, 29.50, 50.00
22/9/2023 22:40:21, 29.50, 50.00
22/9/2023 22:41:21, 29.50, 50.00
22/9/2023 22:42:21, 29.40, 50.00
22/9/2023 22:43:21, 29.40, 51.00
22/9/2023 22:44:21, 29.40, 51.00
22/9/2023 22:45:21, 29.40, 51.00
22/9/2023 22:46:21, 29.40, 51.00
22/9/2023 22:47:21, 29.30, 51.00
22/9/2023 22:48:21, 29.30, 51.00
22/9/2023 22:49:21, 29.30, 51.00
22/9/2023 22:50:21, 29.30, 51.00
22/9/2023 22:51:21, 29.30, 52.00
22/9/2023 22:52:21, 29.30, 51.00
22/9/2023 22:53:21, 29.20, 52.00
22/9/2023 22:54:22, 29.20, 52.00
22/9/2023 22:55:22, 29.20, 52.00
22/9/2023 22:56:22, 29.20, 52.00
22/9/2023 22:57:22, 29.20, 52.00
22/9/2023 22:58:22, 29.20, 52.00
22/9/2023 22:59:22, 29.20, 52.00
22/9/2023 23:00:22, 29.20, 52.00
22/9/2023 23:01:22, 29.30, 52.00
22/9/2023 23:02:22, 29.30, 52.00
22/9/2023 23:03:22, 29.30, 52.00
22/9/2023 23:04:22, 29.30, 52.00
22/9/2023 23:05:22, 29.20, 52.00
22/9/2023 23:06:22, 29.20, 52.00
22/9/2023 23:07:22, 29.20, 52.00
22/9/2023 23:08:22, 29.20, 52.00
22/9/2023 23:09:22, 29.20, 52.00
22/9/2023 23:10:22, 29.20, 52.00
22/9/2023 23:11:22, 29.30, 52.00
22/9/2023 23:12:22, 29.30, 52.00
22/9/2023 23:13:22, 29.20, 52.00
22/9/2023 23:14:22, 29.20, 52.00
22/9/2023 23:15:22, 29.20, 52.00
22/9/2023 23:16:22, 29.20, 52.00
22/9/2023 23:17:22, 29.20, 52.00
22/9/2023 23:18:22, 29.20, 52.00
22/9/2023 23:19:22, 29.20, 52.00
22/9/2023 23:20:22, 29.20, 52.00
22/9/2023 23:21:22, 29.20, 52.00
22/9/2023 23:22:22, 29.20, 52.00
22/9/2023 23:23:22, 29.20, 52.00
22/9/2023 23:24:22, 29.20, 52.00
22/9/2023 23:25:22, 29.20, 52.00
22/9/2023 23:26:23, 29.20, 52.00
22/9/2023 23:27:23, 29.10, 52.00
22/9/2023 23:28:23, 29.20, 52.00
22/9/2023 23:29:23, 29.20, 52.00
22/9/2023 23:30:23, 29.10, 52.00
22/9/2023 23:31:23, 29.10, 52.00
22/9/2023 23:32:23, 29.10, 52.00
22/9/2023 23:33:23, 29.10, 53.00
22/9/2023 23:34:23, 29.00, 53.00
22/9/2023 23:35:23, 29.00, 53.00
22/9/2023 23:36:23, 29.00, 53.00
22/9/2023 23:37:23, 29.00, 53.00
22/9/2023 23:38:23, 29.00, 53.00
22/9/2023 23:39:23, 29.00, 53.00
22/9/2023 23:40:23, 29.00, 53.00
22/9/2023 23:41:23, 29.00, 53.00
22/9/2023 23:42:23, 28.90, 52.00
22/9/2023 23:43:23, 28.90, 52.00
22/9/2023 23:44:23, 28.90, 52.00
22/9/2023 23:45:23, 29.00, 53.00
22/9/2023 23:46:23, 28.90, 52.00
22/9/2023 23:47:23, 28.90, 52.00
22/9/2023 23:48:23, 28.90, 52.00
22/9/2023 23:49:23, 28.90, 52.00
22/9/2023 23:50:23, 28.90, 52.00
22/9/2023 23:51:23, 28.90, 53.00
22/9/2023 23:52:23, 28.90, 52.00
22/9/2023 23:53:23, 28.90, 52.00
22/9/2023 23:54:23, 28.90, 52.00
22/9/2023 23:55:23, 28.90, 52.00
22/9/2023 23:56:23, 28.90, 52.00
22/9/2023 23:57:23, 28.90, 53.00
22/9/2023 23:58:23, 28.80, 53.00
22/9/2023 23:59:24, 28.80, 52.00
23/9/2023 00:00:24, 28.90, 52.00
23/9/2023 00:01:24, 28.80, 52.00
23/9/2023 00:02:24, 28.80, 53.00
23/9/2023 00:03:24, 28.80, 53.00
23/9/2023 00:04:24, 28.80, 53.00
23/9/2023 00:05:24, 28.70, 53.00
23/9/2023 00:06:24, 28.80, 53.00
23/9/2023 00:07:24, 28.70, 52.00
23/9/2023 00:08:24, 28.70, 53.00
23/9/2023 00:09:24, 28.70, 53.00
23/9/2023 00:10:24, 28.70, 53.00
23/9/2023 00:11:24, 28.70, 53.00
23/9/2023 00:12:24, 28.70, 53.00
23/9/2023 00:13:24, 28.70, 53.00
23/9/2023 00:14:24, 28.70, 53.00
23/9/2023 00:15:24, 28.70, 53.00
23/9/2023 00:16:24, 28.70, 53.00
23/9/2023 00:17:24, 28.70, 53.00
23/9/2023 00:18:24, 28.70, 53.00
23/9/2023 00:19:24, 28.70, 53.00
23/9/2023 00:20:24, 28.60, 53.00
23/9/2023 00:21:24, 28.70, 53.00
23/9/2023 00:22:24, 28.60, 54.00
23/9/2023 00:23:24, 28.40, 54.00
23/9/2023 00:24:24, 28.40, 54.00
23/9/2023 00:25:24, 28.40, 54.00
23/9/2023 00:26:24, 28.40, 54.00
23/9/2023 00:27:24, 28.40, 54.00
23/9/2023 00:28:24, 28.40, 54.00
23/9/2023 00:29:25, 28.40, 54.00
23/9/2023 00:30:25, 28.30, 54.00
23/9/2023 00:31:25, 28.30, 54.00
23/9/2023 00:32:25, 28.30, 54.00
23/9/2023 00:33:25, 28.30, 55.00
23/9/2023 00:34:25, 28.30, 55.00
23/9/2023 00:35:25, 28.30, 55.00
23/9/2023 00:36:25, 28.30, 54.00
23/9/2023 00:37:25, 28.30, 55.00
23/9/2023 00:38:25, 28.20, 54.00
23/9/2023 00:39:25, 28.20, 54.00
23/9/2023 00:40:25, 28.30, 54.00
23/9/2023 00:41:25, 28.20, 54.00
23/9/2023 00:42:25, 28.20, 54.00
23/9/2023 00:43:25, 28.20, 54.00
23/9/2023 00:44:25, 28.20, 54.00
23/9/2023 00:45:25, 28.30, 54.00
23/9/2023 00:46:25, 28.20, 54.00
23/9/2023 00:47:25, 28.30, 54.00
23/9/2023 00:48:25, 28.20, 54.00
23/9/2023 00:49:25, 28.10, 54.00
23/9/2023 00:50:25, 28.20, 54.00
23/9/2023 00:51:25, 28.20, 54.00
23/9/2023 00:52:25, 28.20, 55.00
23/9/2023 00:53:25, 28.10, 55.00
23/9/2023 00:54:25, 28.00, 55.00
23/9/2023 00:55:25, 28.00, 55.00
23/9/2023 00:56:25, 28.00, 55.00
23/9/2023 00:57:25, 28.10, 55.00
23/9/2023 00:58:25, 28.10, 55.00
23/9/2023 00:59:25, 28.10, 55.00
23/9/2023 01:00:25, 28.10, 55.00
23/9/2023 01:01:25, 28.10, 54.00
23/9/2023 01:02:25, 28.20, 55.00
23/9/2023 01:03:26, 28.20, 55.00
23/9/2023 01:04:26, 28.10, 55.00
23/9/2023 01:05:26, 28.10, 55.00
23/9/2023 01:06:26, 28.10, 55.00
23/9/2023 01:07:26, 28.00, 56.00
23/9/2023 01:08:26, 28.10, 55.00
23/9/2023 01:09:26, 28.10, 55.00
23/9/2023 01:10:26, 28.10, 55.00
23/9/2023 01:11:26, 28.10, 55.00
23/9/2023 01:12:26, 28.10, 55.00
23/9/2023 01:13:26, 28.10, 55.00
23/9/2023 01:14:26, 28.10, 56.00
23/9/2023 01:15:26, 28.00, 56.00
23/9/2023 01:16:26, 28.00, 56.00
23/9/2023 01:17:26, 28.00, 56.00
23/9/2023 01:18:26, 27.90, 56.00
23/9/2023 01:19:26, 28.00, 57.00
23/9/2023 01:20:26, 27.90, 56.00
23/9/2023 01:21:26, 28.00, 57.00
23/9/2023 01:22:26, 27.90, 56.00
23/9/2023 01:23:26, 27.90, 56.00
23/9/2023 01:24:26, 27.90, 56.00
23/9/2023 01:25:26, 27.90, 56.00
23/9/2023 01:26:26, 28.00, 56.00
23/9/2023 01:27:26, 27.90, 56.00
23/9/2023 01:28:26, 27.90, 56.00
23/9/2023 01:29:26, 27.90, 56.00
23/9/2023 01:30:26, 27.90, 56.00
23/9/2023 01:31:26, 27.80, 56.00
23/9/2023 01:32:26, 27.80, 57.00
23/9/2023 01:33:26, 27.80, 57.00
23/9/2023 01:34:26, 27.80, 57.00
23/9/2023 01:35:26, 27.80, 57.00
23/9/2023 01:36:27, 27.70, 57.00
23/9/2023 01:37:27, 27.70, 57.00
23/9/2023 01:38:27, 27.70, 57.00
23/9/2023 01:39:27, 27.70, 57.00
23/9/2023 01:40:27, 27.60, 57.00
23/9/2023 01:41:27, 27.70, 57.00
23/9/2023 01:42:27, 27.70, 57.00
23/9/2023 01:43:27, 27.80, 57.00
23/9/2023 01:44:27, 27.70, 57.00
23/9/2023 01:45:27, 27.70, 57.00
23/9/2023 01:46:27, 27.70, 57.00
23/9/2023 01:47:27, 27.70, 57.00
23/9/2023 01:48:27, 27.70, 57.00
23/9/2023 01:49:27, 27.60, 57.00
23/9/2023 01:50:27, 27.70, 57.00
23/9/2023 01:51:27, 27.70, 57.00
23/9/2023 01:52:27, 27.60, 57.00
23/9/2023 01:53:27, 27.60, 57.00
23/9/2023 01:54:27, 27.60, 57.00
23/9/2023 01:55:27, 27.60, 57.00
23/9/2023 01:56:27, 27.60, 58.00
23/9/2023 01:57:27, 27.60, 58.00
23/9/2023 01:58:27, 27.60, 57.00
23/9/2023 01:59:27, 27.60, 57.00
23/9/2023 02:00:27, 27.70, 57.00
23/9/2023 02:01:27, 27.70, 57.00
23/9/2023 02:02:27, 27.70, 57.00
23/9/2023 02:03:27, 27.70, 57.00
23/9/2023 02:04:27, 27.70, 57.00
23/9/2023 02:05:27, 27.70, 57.00
23/9/2023 02:06:27, 27.70, 57.00
23/9/2023 02:07:27, 27.70, 57.00
23/9/2023 02:08:27, 27.70, 57.00
23/9/2023 02:09:28, 27.70, 57.00
23/9/2023 02:10:28, 27.70, 57.00
23/9/2023 02:11:28, 27.70, 57.00
23/9/2023 02:12:28, 27.70, 57.00
23/9/2023 02:13:28, 27.70, 57.00
23/9/2023 02:14:28, 27.70, 57.00
23/9/2023 02:15:28, 27.60, 57.00
23/9/2023 02:16:28, 27.60, 57.00
23/9/2023 02:17:28, 27.60, 57.00
23/9/2023 02:18:28, 27.60, 57.00
23/9/2023 02:19:28, 27.60, 58.00
23/9/2023 02:20:28, 27.60, 57.00
23/9/2023 02:21:28, 27.60, 57.00
23/9/2023 02:22:28, 27.70, 57.00
23/9/2023 02:23:28, 27.60, 57.00
23/9/2023 02:24:28, 27.60, 57.00
23/9/2023 02:25:28, 27.50, 57.00
23/9/2023 02:26:28, 27.50, 58.00
23/9/2023 02:27:28, 27.40, 58.00
23/9/2023 02:28:28, 27.40, 58.00
23/9/2023 02:29:28, 27.40, 58.00
23/9/2023 02:30:28, 27.30, 58.00
23/9/2023 02:31:28, 27.30, 58.00
23/9/2023 02:32:28, 27.20, 59.00
23/9/2023 02:33:28, 27.20, 58.00
23/9/2023 02:34:28, 27.20, 58.00
23/9/2023 02:35:28, 27.30, 58.00
23/9/2023 02:36:28, 27.40, 58.00
23/9/2023 02:37:28, 27.40, 58.00
23/9/2023 02:38:28, 27.40, 58.00
23/9/2023 02:39:28, 27.40, 58.00
23/9/2023 02:40:28, 27.40, 58.00
23/9/2023 02:41:28, 27.40, 58.00
23/9/2023 02:42:29, 27.40, 58.00
23/9/2023 02:43:29, 27.40, 58.00
23/9/2023 02:44:29, 27.30, 58.00
23/9/2023 02:45:29, 27.30, 58.00
23/9/2023 02:46:29, 27.30, 58.00
23/9/2023 02:47:29, 27.20, 58.00
23/9/2023 02:48:29, 27.20, 58.00
23/9/2023 02:49:29, 27.30, 57.00
23/9/2023 02:50:29, 27.20, 58.00
23/9/2023 02:51:29, 27.30, 58.00
23/9/2023 02:52:29, 27.20, 58.00
23/9/2023 02:53:29, 27.20, 58.00
23/9/2023 02:54:29, 27.20, 58.00
23/9/2023 02:55:29, 27.20, 58.00
23/9/2023 02:56:29, 27.30, 58.00
23/9/2023 02:57:29, 27.30, 58.00
23/9/2023 02:58:29, 27.30, 58.00
23/9/2023 02:59:29, 27.20, 58.00
23/9/2023 03:00:29, 27.20, 58.00
23/9/2023 03:01:29, 27.20, 58.00
23/9/2023 03:02:29, 27.30, 58.00
23/9/2023 03:03:29, 27.20, 58.00
